project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,TotalNumberOfChanges,smellType,vertexId,vertexLabel
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,19.413576527394905,5.012563905394912,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.tool.ast.PlusBlockAST, org.antlr.v4.tool.ast.GrammarASTVisitor, org.antlr.v4.parse.GrammarASTAdaptor]",7064;7015;7178;149;7130;7189,0.0,,0.0,0.0,0.0,4.833333333333333,4.0,15,1.9983355597760122E-5,1,5.012563905394912,CIRCLE,6,15,1,0.37267799624996495,0.0,0.0,0,cyclicDep,30371,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,8.906797295587365,4.453398647793683,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.PredAST, org.antlr.v4.tool.ast.GrammarASTVisitor]",7057;7015;7201,0.0,,0.0,0.0,0.0,5.0,4.0,4,1.6519945584681982E-5,1,4.453398647793683,CIRCLE,3,4,1,0.0,0.0,0.0,0,cyclicDep,30387,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,19.413576527394905,5.012563905394912,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.tool.ast.RangeAST, org.antlr.v4.tool.ast.GrammarASTVisitor, org.antlr.v4.parse.GrammarASTAdaptor]",7075;7015;7178;149;7130;7219,0.0,,0.0,0.0,0.0,4.833333333333333,4.0,15,1.999018099362879E-5,1,5.012563905394912,CIRCLE,6,15,1,0.37267799624996495,0.0,0.0,0,cyclicDep,30400,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,9.95810210737232,4.453398647793683,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.tool.ast.GrammarASTVisitor]",7015;7178;7056,0.0,,0.0,0.0,0.0,5.0,4.0,4,1.915568574389187E-5,1,4.453398647793683,CIRCLE,3,5,1,0.0,0.0,0.0,0,cyclicDep,30416,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,19.413576527394905,5.012563905394912,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.SetAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.tool.ast.GrammarASTVisitor, org.antlr.v4.parse.GrammarASTAdaptor]",7073;7015;7178;149;7130;7229,0.0,,0.0,0.0,0.0,4.833333333333333,4.0,15,1.9983355597760122E-5,1,5.012563905394912,CIRCLE,6,15,1,0.37267799624996495,0.0,0.0,0,cyclicDep,30429,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,19.413576527394905,5.012563905394912,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.ast.ActionAST, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.tool.ast.StarBlockAST, org.antlr.v4.tool.ast.GrammarASTVisitor, org.antlr.v4.parse.GrammarASTAdaptor]",7041;7015;7178;149;7130;7088,0.0,,0.0,0.0,0.0,4.833333333333333,4.0,15,1.9983355597760122E-5,1,5.012563905394912,CIRCLE,6,15,1,0.37267799624996495,0.0,0.0,0,cyclicDep,30445,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,16.748079023275803,5.049735825402526,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.RuleAST, org.antlr.v4.parse.GrammarASTAdaptor]",149;7130;7180,0.0,,0.0,0.0,0.0,4.666666666666667,4.0,5,2.4093336934594863E-5,1,5.049735825402526,CIRCLE,3,11,1,0.4714045207910317,0.0,0.0,0,cyclicDep,30467,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,33.153162060740534,5.115643967808395,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.tool.Attribute, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative, org.antlr.v4.tool.AttributeDict, org.antlr.v4.analysis.LeftRecursiveRuleAltInfo]",6946;6871;6754;7117;4942;4924;6698;7131,0.0,,0.0,0.0,0.0,4.25,2.9285714285714284,25,1.9820683996270915E-5,1,5.115643967808395,CIRCLE,8,42,1,0.4330127018922193,0.9974457174120672,0.0,0,cyclicDep,30474,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,17.0735890374903,4.408381733479297,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Attribute, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative, org.antlr.v4.tool.AttributeDict]",6946;6871;6754;7117;7129,0.0,,0.0,0.0,0.0,4.4,3.4,10,2.2418549266130396E-5,1,4.408381733479297,CIRCLE,5,15,1,0.4898979485566356,0.9165151389911681,0.0,0,cyclicDep,30486,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,27.530266588929205,4.408370762647107,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative, org.antlr.v4.analysis.LeftRecursiveRuleAltInfo]",7117;4942;4924;6698;6762,0.0,,0.0,0.0,0.0,4.2,2.8,10,1.5204414547865272E-5,1,4.408370762647107,CIRCLE,5,39,1,0.39999999999999997,0.9797958971132712,0.0,0,cyclicDep,30495,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,36.97188961033209,7.59981640259681,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.tool.LabelElementPair, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative, org.antlr.v4.analysis.LeftRecursiveRuleAltInfo]",6756;7117;4942;4924;6698;6778,0.0,,0.0,0.0,0.0,4.166666666666667,2.6666666666666665,13,1.3109672683257984E-5,1,4.387756045831002,CIRCLE,6,71,3,0.37267799624996495,0.9428090415820634,0.0,0,cyclicDep,30504,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,37.33571571126014,6.356454365952443,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.tool.Rule, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative, org.antlr.v4.analysis.LeftRecursiveRuleAltInfo]",6757;7117;4942;4924;6698;6887,0.0,,0.0,0.0,0.0,4.166666666666667,2.6666666666666665,16,1.4712886574379543E-5,1,4.494691986467808,CIRCLE,6,69,2,0.37267799624996495,0.9428090415820634,0.0,0,cyclicDep,30520,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,38.847679551196265,10.382479082268606,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Rule, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.Alternative]",6757;7117;6886,0.0,,0.0,0.0,0.0,4.333333333333333,3.3333333333333335,5,1.3934864602253969E-5,1,4.238629336112976,CIRCLE,3,84,6,0.4714045207910317,0.9428090415820634,0.0,0,cyclicDep,30530,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,27.666698147855765,4.611116357975961,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.Tool]",4891;6698;4808;4822;6492;4846,0.0,,0.0,0.0,0.0,3.8333333333333335,2.0,15,1.0861330540253437E-5,1,4.611116357975961,CIRCLE,6,36,1,0.3726779962499649,0.0,0.0,0,cyclicDep,30543,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,28.361942766796975,4.541545533572744,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.Tool]",4857;4891;6698;4808;4822;6492;4105,0.0,,0.0,0.0,0.0,3.857142857142857,1.7142857142857142,19,1.1320446047275404E-5,1,4.541545533572744,CIRCLE,7,39,1,0.3499271061118826,0.5471012044321932,0.0,0,cyclicDep,30559,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,30.82724687767927,5.137874479613211,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.tool.Grammar, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.Tool]",4101;4857;4891;6698;4808;4822;6492;3996,0.0,,0.0,0.0,0.0,3.875,1.5,23,1.0396691693072526E-5,1,5.137874479613211,CIRCLE,8,36,1,0.33071891388307384,0.6813851438692469,0.0,0,cyclicDep,30570,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,18.615177472194908,2.4032090778835453,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension]",4129;4040;4101;4064,0.0,,0.0,0.0,0.0,4.0,0.0,8,1.5141751758493077E-5,1,2.4032090778835453,CIRCLE,4,60,1,0.0,0.0,0.0,0,cyclicDep,30588,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,20.348229996001873,2.6718534957842124,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGeneratorExtension]",4129;4040;4051,0.0,,0.0,0.0,0.0,4.0,0.0,4,1.5497289314855033E-5,1,2.6718534957842124,CIRCLE,3,58,1,0.0,0.0,0.0,0,cyclicDep,30596,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,17.50488775185207,5.2779222427437436,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.Choice]",4057;412,0.0,,0.0,0.0,0.0,4.5,2.0,2,2.273906956098245E-5,1,5.2779222427437436,TINY,2,11,1,0.5,0.0,0.0,0,cyclicDep,30603,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,59.23876900383261,7.264323939782479,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.Grammar, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.codegen.CodeGeneratorExtension, org.antlr.v4.Tool, org.antlr.v4.codegen.Target]",474;4057;4129;4040;4101;4857;4891;6698;4808;4822;6492;4230,0.0,,0.0,0.0,0.0,4.0,1.2272727272727273,40,1.146549841956102E-5,1,5.136652718555967,CIRCLE,12,133,2,0.408248290463863,0.7938295089351355,0.0,0,cyclicDep,30609,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,55.27922177012943,6.7283726055179,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension, org.antlr.v4.codegen.Target]",474;4057;4129;4040;4101;4233,0.0,,0.0,0.0,0.0,4.166666666666667,0.6666666666666666,15,1.2069666298868602E-5,1,4.757677895711506,CIRCLE,6,135,2,0.37267799624996495,0.9428090415820635,0.0,0,cyclicDep,30625,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,52.635027508875524,7.264323939782479,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.Grammar, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.Tool, org.antlr.v4.codegen.Target, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension]",4235;474;4057;4129;4040;4101;4857;4891;6698;4808;4822;6492;1525,0.0,,0.0,0.0,0.0,4.076923076923077,1.3076923076923077,48,1.1039228950244651E-5,1,5.136652718555967,CIRCLE,13,105,2,0.4741856925360751,0.7894771445302898,0.0,0,cyclicDep,30635,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,44.54970574829763,5.178798099971552,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension, org.antlr.v4.codegen.Target]",4235;474;4057;4129;4040;4101;1573,0.0,,0.0,0.0,0.0,4.285714285714286,0.9523809523809523,21,1.1191713301665696E-5,1,5.178798099971552,CIRCLE,7,74,1,0.45175395145262565,0.9988655696858586,0.0,0,cyclicDep,30652,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,25.228281307481257,4.039758109442364,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.Target]",4235;474;4057;1520,0.0,,0.0,0.0,0.0,4.5,1.3333333333333333,6,1.4825348853031045E-5,1,4.039758109442364,CIRCLE,4,39,1,0.5,0.9428090415820634,0.0,0,cyclicDep,30663,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,57.831697046456696,7.593673845394383,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.Grammar, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.Tool, org.antlr.v4.codegen.Target, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension]",1362;1566;4235;474;4057;4129;4040;4101;4857;4891;6698;4808;4822;6492;4275,0.0,,0.0,0.0,0.0,4.133333333333334,1.2857142857142858,59,9.87789199637389E-6,1,5.369538270197294,CIRCLE,15,116,2,0.49888765156985887,0.8131571126147261,0.0,0,cyclicDep,30671,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,55.6479303132487,7.830749427544834,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",1362;1566;4235;474;4057;4129;4040;4101;4450,0.0,,0.0,0.0,0.0,4.333333333333333,1.0,30,9.222266300454193E-6,1,5.537176021989627,CIRCLE,9,101,2,0.4714045207910317,1.0,0.0,0,cyclicDep,30690,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,30.901810069558973,5.012935544996765,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",1362;1566;4235;474;4057;4257,0.0,,0.0,0.0,0.0,4.5,1.2,13,1.0659966500758673E-5,1,5.012935544996765,CIRCLE,6,38,1,0.5,0.9797958971132713,0.0,0,cyclicDep,30703,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,16.736789334479404,3.742459867698941,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",1362;1566;4235;4477,0.0,,0.0,0.0,0.0,4.5,1.3333333333333333,6,4.620414970646786E-6,1,3.742459867698941,CIRCLE,4,20,1,0.5,0.9428090415820634,0.0,0,cyclicDep,30713,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,14.652276232868994,3.5536989743438876,0.0,UNIT,CONCRETE_CLASS,"[org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator]",1362;1566;4476,0.0,,0.0,0.0,0.0,4.666666666666667,1.3333333333333333,4,3.5274663036253733E-6,1,3.5536989743438876,CIRCLE,3,17,1,0.4714045207910317,0.9428090415820634,0.0,0,cyclicDep,30721,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,42.57608710548162,7.585958610388383,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.OutputModelObject, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",8617;4392;1362;1566;4235;474;4057;1240,0.0,,0.0,0.0,0.0,4.75,1.75,20,1.1126795623280749E-5,1,5.364082775206104,CIRCLE,8,63,2,0.6614378277661477,1.379052469736273,0.0,0,cyclicDep,30728,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,67.18593960007563,9.40791331486947,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.tool.Grammar, org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.analysis.LeftRecursionDetector, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.Tool, org.antlr.v4.codegen.Target, org.antlr.v4.analysis.AnalysisPipeline, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.analysis.LeftRecursiveRuleAnalyzer, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension]",8616;4392;1362;1566;4235;474;4057;4129;4040;4101;4857;4891;6698;4808;4822;6492;3528,0.0,,0.0,0.0,0.0,4.352941176470588,1.6911764705882353,70,1.078440558487668E-5,1,5.431661284852553,CIRCLE,17,153,3,0.7624400821656306,1.0745361918900922,0.0,0,cyclicDep,30740,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,58.99147115563746,9.288747750436182,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",8616;4392;1362;1566;4235;474;4057;4129;4040;4101;3536,0.0,,0.0,0.0,0.0,4.636363636363637,1.7636363636363637,39,1.0742446518307544E-5,1,5.36286101414886,CIRCLE,11,121,3,0.7713892158398701,1.3877861554371915,0.0,0,cyclicDep,30761,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,42.99828975794915,7.268037506996064,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",8616;4392;1362;1566;4235;474;4057;3526,0.0,,0.0,0.0,0.0,4.875,2.1785714285714284,21,1.2390789250230912E-5,1,5.139278607115086,CIRCLE,8,70,2,0.7806247497997998,1.3901071754306116,0.0,0,cyclicDep,30776,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,34.75712928785646,6.816433864432592,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",8616;4392;1362;1566;4235;3541,0.0,,0.0,0.0,0.0,5.0,2.466666666666667,13,8.941362479980398E-6,1,4.819946609049909,CIRCLE,6,52,2,0.816496580927726,1.3097921802925667,0.0,0,cyclicDep,30788,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,41.64780274418125,7.4205623228890385,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.model.DispatchMethod, org.antlr.v4.codegen.Target]",3532;8616;4392;1362;1566;4235;474;4057;1233,0.0,,0.0,0.0,0.0,4.888888888888889,2.0833333333333335,23,1.1447167664654434E-5,1,5.247129938732238,CIRCLE,9,63,2,0.7370277311900889,1.4409680388158819,0.0,0,cyclicDep,30798,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,41.9770395098579,7.4205623228890385,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.ListenerDispatchMethod, org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",3530;8616;4392;1362;1566;4235;474;4057;1378,0.0,,0.0,0.0,0.0,4.888888888888889,2.0833333333333335,23,1.1248160176875344E-5,1,5.247129938732238,CIRCLE,9,64,2,0.7370277311900889,1.4409680388158819,0.0,0,cyclicDep,30811,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,41.64780274418125,7.4205623228890385,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.model.VisitorDispatchMethod, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",3542;8616;4392;1362;1566;4235;474;4057;1310,0.0,,0.0,0.0,0.0,4.888888888888889,2.0833333333333335,23,1.1248160176875344E-5,1,5.247129938732238,CIRCLE,9,63,2,0.7370277311900889,1.4409680388158819,0.0,0,cyclicDep,30824,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,41.03807506326034,7.254575291018486,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.model.decl.AttributeDecl, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target]",3537;8616;4392;1362;1566;4235;474;4057;3507,0.0,,0.0,0.0,0.0,5.0,2.361111111111111,24,1.1251932492835325E-5,1,5.129759382907542,CIRCLE,9,64,2,0.816496580927726,1.3571370555895677,0.0,0,cyclicDep,30837,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,55.90799640741876,8.69608374354831,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.codegen.model.decl.StructDecl, org.antlr.v4.codegen.model.decl.AttributeDecl, org.antlr.v4.codegen.model.Choice, org.antlr.v4.codegen.model.Action, org.antlr.v4.codegen.OutputModelController, org.antlr.v4.codegen.ActionTranslator, org.antlr.v4.codegen.Target, org.antlr.v4.codegen.model.RuleFunction, org.antlr.v4.codegen.OutputModelFactory, org.antlr.v4.codegen.model.decl.Decl, org.antlr.v4.codegen.model.chunk.ActionChunk, org.antlr.v4.codegen.CodeGenerator, org.antlr.v4.codegen.CodeGeneratorExtension]",3506;3537;8616;4392;1362;1566;4235;474;4057;4129;4040;4101;3435,0.0,,0.0,0.0,0.0,4.846153846153846,2.1153846153846154,49,1.0354740492404998E-5,1,5.020686290233146,CIRCLE,13,124,3,0.8634593969478327,1.3679553264445183,0.0,0,cyclicDep,30850,smell
