project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,TotalNumberOfChanges,smellType,vertexId,vertexLabel
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,21.64724289221288,3.092463270316126,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ParserATNSimulator]",8456;7919;8283,0.0,,0.0,0.0,0.0,5.0,2.0,4,4.77259495407164E-6,1,3.092463270316126,CIRCLE,3,49,1,0.0,0.0,0.0,0,cyclicDep,29085,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,63.130218155506256,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8456;7919;8395;5817;9128;8014;8143;8207;8277,0.0,,0.0,0.0,0.0,4.888888888888889,1.4166666666666667,24,1.942657509536168E-5,1,5.374001049309922,CIRCLE,9,138,2,0.3142696805273545,0.7949493345141213,0.0,0,cyclicDep,29092,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,27.886888135383774,4.303040259307831,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ParserATNSimulator]",8456;7919;8395;5817;9128;8014;8291,0.0,,0.0,0.0,0.0,4.857142857142857,1.2857142857142858,12,1.1680270865409439E-5,1,4.303040259307831,CIRCLE,7,42,1,0.3499271061118826,0.8247860988423226,0.0,0,cyclicDep,29105,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,49.25353318646966,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.BlockEndState, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8296;8456;7919;8395;5817;9128;8014;8143;8207;8064,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,26,1.7799450792297788E-5,1,5.374001049309922,CIRCLE,10,84,1,0.3,0.77746025264604,0.0,0,cyclicDep,29116,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,5.9071085669941334,4.176956524926701,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.atn.BlockEndState, org.antlr.v4.runtime.atn.BlockStartState]",8063;8126,0.0,,0.0,0.0,0.0,5.0,2.0,2,3.6813537797991707E-6,1,4.176956524926701,TINY,2,2,1,0.0,0.0,0.0,0,cyclicDep,29130,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,49.54584158765145,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.DecisionState, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.BlockEndState, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.BlockStartState, org.antlr.v4.runtime.atn.ParserATNSimulator]",8125;8063;8296;8456;7919;8395;5817;9128;8014;8143;8207;8201,0.0,,0.0,0.0,0.0,4.916666666666667,1.5454545454545454,32,1.6006548434476448E-5,1,5.374001049309922,CIRCLE,12,85,2,0.27638539919628335,0.7422696190252054,0.0,0,cyclicDep,29136,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,49.54584158765145,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.EpsilonTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8280;8456;7919;8395;5817;9128;8014;8143;8207;7879,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,28,1.785546036856639E-5,1,5.374001049309922,CIRCLE,10,85,1,0.3,0.77746025264604,0.0,0,cyclicDep,29152,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,39.85465845154275,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.EpsilonTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8280;8456;7919;8395;5817;9128;8014;8143;7878,0.0,,0.0,0.0,0.0,4.888888888888889,1.4166666666666667,20,1.3269614723185655E-5,1,5.374001049309922,CIRCLE,9,55,1,0.3142696805273545,0.7949493345141213,0.0,0,cyclicDep,29166,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,48.663649234255956,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8285;8456;7919;8395;5817;9128;8014;8143;8207;7926,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,29,1.7873443343144053E-5,1,5.374001049309922,CIRCLE,10,82,1,0.3,0.77746025264604,0.0,0,cyclicDep,29179,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,50.125344818610685,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator, org.antlr.v4.runtime.atn.SetTransition]",7925;8285;8456;7919;8395;5817;9128;8014;8143;8207;8160,0.0,,0.0,0.0,0.0,4.909090909090909,1.509090909090909,35,1.66798874495783E-5,1,5.374001049309922,CIRCLE,11,87,2,0.28747978728803447,0.7597302696645882,0.0,0,cyclicDep,29193,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,39.950257553904336,7.418576586732586,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator, org.antlr.v4.runtime.atn.SetTransition]",7925;8285;8456;7919;8395;5817;9128;8014;8143;8159,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,26,1.2435069076836824E-5,1,5.245725811230363,CIRCLE,10,58,2,0.3,0.77746025264604,0.0,0,cyclicDep,29208,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,32.19904845561443,4.7474906906221115,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ParserATNSimulator, org.antlr.v4.runtime.atn.SetTransition]",7925;8285;8456;7919;8395;5817;9128;8162,0.0,,0.0,0.0,0.0,4.875,1.3571428571428572,15,1.0790153896204408E-5,1,4.7474906906221115,CIRCLE,8,46,1,0.33071891388307384,0.8112726208286106,0.0,0,cyclicDep,29222,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,38.75247267536841,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8285;8456;7919;8395;5817;9128;8014;8143;7924,0.0,,0.0,0.0,0.0,4.888888888888889,1.4166666666666667,21,1.3289595806049721E-5,1,5.374001049309922,CIRCLE,9,52,1,0.3142696805273545,0.7949493345141213,0.0,0,cyclicDep,29234,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,26.52572162981645,4.303040259307831,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.NotSetTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ParserATNSimulator]",8285;8456;7919;8395;5817;9128;7927,0.0,,0.0,0.0,0.0,4.857142857142857,1.2857142857142858,12,1.1653843236530641E-5,1,4.303040259307831,CIRCLE,7,38,1,0.3499271061118826,0.8247860988423226,0.0,0,cyclicDep,29247,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,51.82498930875457,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8276;8456;7919;8395;5817;9128;8014;8143;8207;7787,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,28,1.784833550936716E-5,1,5.374001049309922,CIRCLE,10,93,1,0.3,0.77746025264604,0.0,0,cyclicDep,29258,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,52.102873280947854,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.AbstractPredicateTransition, org.antlr.v4.runtime.atn.ParserATNSimulator]",7786;8276;8456;7919;8395;5817;9128;8014;8143;8207;8148,0.0,,0.0,0.0,0.0,4.909090909090909,1.509090909090909,31,1.6498994844020643E-5,1,5.374001049309922,CIRCLE,11,94,2,0.28747978728803447,0.7597302696645882,0.0,0,cyclicDep,29272,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,41.965806489842905,5.245725811230363,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.AbstractPredicateTransition, org.antlr.v4.runtime.atn.ParserATNSimulator]",7786;8276;8456;7919;8395;5817;9128;8014;8143;8147,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,22,1.2236087210723406E-5,1,5.245725811230363,CIRCLE,10,64,1,0.3,0.77746025264604,0.0,0,cyclicDep,29287,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,71.72945158339382,10.273305437111935,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.Recognizer, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.ATNConfig, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.SemanticContext, org.antlr.v4.runtime.BaseErrorListener, org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.atn.ATNConfigSet, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.ConsoleErrorListener, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",7785;8276;8456;7919;8395;5817;9128;8014;8143;8207;7712;8445;5954;5753;5930;8049,0.0,,0.0,0.0,0.0,4.75,1.075,55,1.3199557871237577E-5,1,5.136652718555967,CIRCLE,16,195,4,0.4330127018922193,0.9501096427956793,0.0,0,cyclicDep,29301,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,78.34612650440162,10.970652060485259,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.Recognizer, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.ATNConfig, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.SemanticContext, org.antlr.v4.runtime.RuleContext, org.antlr.v4.runtime.BaseErrorListener, org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.atn.ATNConfigSet, org.antlr.v4.runtime.RecognitionException, org.antlr.v4.runtime.Parser, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.ConsoleErrorListener, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.ANTLRErrorListener, org.antlr.v4.runtime.atn.ParserATNSimulator]",7785;8276;8456;7919;8395;5817;9128;8014;8143;8207;7712;8445;5954;5753;5930;5994;6109;5666;5721;8050,0.0,,0.0,0.0,0.0,4.6,0.7210526315789474,86,1.2524003394650215E-5,1,5.485326030242629,CIRCLE,20,204,4,0.4898979485566356,0.9296739368234781,0.0,0,cyclicDep,29321,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,42.65481096562264,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.PrecedencePredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8276;8456;7919;8395;5817;9128;8014;8143;7784,0.0,,0.0,0.0,0.0,4.888888888888889,1.4166666666666667,20,1.3261698212964283E-5,1,5.374001049309922,CIRCLE,9,63,1,0.3142696805273545,0.7949493345141213,0.0,0,cyclicDep,29345,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,52.92777216135648,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8287;8456;7919;8395;5817;9128;8014;8143;8207;7966,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,29,1.786679040860733E-5,1,5.374001049309922,CIRCLE,10,97,1,0.3,0.77746025264604,0.0,0,cyclicDep,29358,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,43.98809438501443,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.PredicateTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8287;8456;7919;8395;5817;9128;8014;8143;7963,0.0,,0.0,0.0,0.0,4.888888888888889,1.4166666666666667,21,1.3282203656564471E-5,1,5.374001049309922,CIRCLE,9,67,1,0.3142696805273545,0.7949493345141213,0.0,0,cyclicDep,29372,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,14.419511733947497,3.0742502311757365,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.PredictionContextCache, org.antlr.v4.runtime.atn.ParserATNSimulator]",8274;8456;7773,0.0,,0.0,0.0,0.0,5.0,2.0,5,4.5998439497686016E-6,1,3.0742502311757365,CIRCLE,3,22,1,0.0,0.0,0.0,0,cyclicDep,29391,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,83.39840750653096,11.537576947132894,0.0,UNIT,ABSTRACTION,"[org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.Recognizer, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.ATNConfig, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.RuleContext, org.antlr.v4.runtime.BaseErrorListener, org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.atn.ATN, org.antlr.v4.runtime.atn.ATNConfigSet, org.antlr.v4.runtime.RecognitionException, org.antlr.v4.runtime.Parser, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.ConsoleErrorListener, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.ANTLRErrorListener, org.antlr.v4.runtime.atn.ParserATNSimulator]",8292;8456;7919;8395;5817;9128;8014;8143;8207;7712;8445;5954;5753;5930;5994;6109;5666;5721;7837;8026,0.0,,0.0,0.0,0.0,4.6,0.7210526315789474,95,1.36703666010856E-5,1,5.768788473566447,CIRCLE,20,209,4,0.4898979485566356,0.9296739368234781,0.0,0,cyclicDep,29398,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,63.58603792435711,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNConfig, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8292;8456;7919;8395;5817;9128;8014;8143;8207;7712;8022,0.0,,0.0,0.0,0.0,4.909090909090909,1.509090909090909,32,1.6558099535897397E-5,1,5.374001049309922,CIRCLE,11,140,2,0.28747978728803447,0.7597302696645882,0.0,0,cyclicDep,29422,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,73.3319608314212,10.529855913271053,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.ATNConfigSet, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNConfig, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8292;8456;7919;8395;5817;9128;8014;8143;8207;7712;8445;8024,0.0,,0.0,0.0,0.0,4.916666666666667,1.5454545454545454,40,1.5865181068092873E-5,1,5.2649279566355265,CIRCLE,12,194,4,0.27638539919628335,0.7422696190252054,0.0,0,cyclicDep,29437,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,59.60055482285421,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8292;8456;7919;8395;5817;9128;8014;8143;8207;8023,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,27,1.7888508250489745E-5,1,5.374001049309922,CIRCLE,10,123,2,0.3,0.77746025264604,0.0,0,cyclicDep,29453,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,15.462316351580629,3.092463270316126,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.atn.ParserATNSimulator]",8292;8456;8043,0.0,,0.0,0.0,0.0,5.0,2.0,4,5.092340252998192E-6,1,3.092463270316126,CIRCLE,3,25,1,0.0,0.0,0.0,0,cyclicDep,29467,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,54.5401539201382,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.RuleStopState, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.PredictionMode, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8025;8292;8456;7919;8395;5817;9128;8014;8143;8207;8220,0.0,,0.0,0.0,0.0,4.909090909090909,1.509090909090909,31,1.690786329635556E-5,1,5.374001049309922,CIRCLE,11,103,2,0.28747978728803447,0.7597302696645882,0.0,0,cyclicDep,29474,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,51.26470269392535,5.374001049309922,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.RuleTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8281;8456;7919;8395;5817;9128;8014;8143;8207;8257,0.0,,0.0,0.0,0.0,4.9,1.4666666666666666,30,1.819664421557422E-5,1,5.374001049309922,CIRCLE,10,91,1,0.3,0.77746025264604,0.0,0,cyclicDep,29489,smell
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,51.54560727719231,7.599985168141337,0.0,UNIT,IMPLEMENTATION,"[org.antlr.v4.runtime.Lexer, org.antlr.v4.runtime.misc.IntervalSet, org.antlr.v4.runtime.atn.RuleStartState, org.antlr.v4.runtime.atn.LexerATNSimulator, org.antlr.v4.runtime.atn.AtomTransition, org.antlr.v4.runtime.atn.PredictionContext, org.antlr.v4.runtime.atn.ATNSimulator, org.antlr.v4.runtime.atn.ATNState, org.antlr.v4.runtime.atn.RuleTransition, org.antlr.v4.runtime.atn.Transition, org.antlr.v4.runtime.atn.ParserATNSimulator]",8256;8281;8456;7919;8395;5817;9128;8014;8143;8207;7802,0.0,,0.0,0.0,0.0,4.909090909090909,1.509090909090909,32,1.721166319746598E-5,1,5.374001049309922,CIRCLE,11,92,2,0.28747978728803447,0.7597302696645882,0.0,0,cyclicDep,29503,smell
