project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,INTERFACE,76,21,0.0,false,56,0,0.02163525926324148,0,INTERFACE,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/OutputModelFactory.java,tool/src/org/antlr/v4/codegen/OutputModelFactory.java,org.antlr.v4.codegen.OutputModelFactory,OutputModelFactory,206,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,4,0,5.343149089150352E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/atn/OrderedATNConfigSet.java,runtime/Java/src/org/antlr/v4/runtime/atn/OrderedATNConfigSet.java,org.antlr.v4.runtime.atn.OrderedATNConfigSet,OrderedATNConfigSet,8403,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,3,5,0.0,false,40,0,8.848195544067192E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/atn/LexerActionExecutor.java,runtime/Java/src/org/antlr/v4/runtime/atn/LexerActionExecutor.java,org.antlr.v4.runtime.atn.LexerActionExecutor,LexerActionExecutor,7380,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,9,2,0.0,false,14,0,0.0013381456409528153,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContextCache.java,runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContextCache.java,org.antlr.v4.runtime.atn.PredictionContextCache,PredictionContextCache,2261,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,7,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/NonLocalAttrRef.java,tool/src/org/antlr/v4/codegen/model/chunk/NonLocalAttrRef.java,org.antlr.v4.codegen.model.chunk.NonLocalAttrRef,NonLocalAttrRef,4309,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,2,10,0.0,false,28,0,7.684454218969674E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/ListenerFile.java,tool/src/org/antlr/v4/codegen/model/ListenerFile.java,org.antlr.v4.codegen.model.ListenerFile,ListenerFile,214,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,31,0,5.495905463684898E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4ErrorLog.java,antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4ErrorLog.java,org.antlr.mojo.antlr4.Antlr4ErrorLog,Antlr4ErrorLog,6359,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,11,0.0,false,82,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestGrammarParserInterpreter.java,tool-testsuite/test/org/antlr/v4/test/tool/TestGrammarParserInterpreter.java,org.antlr.v4.test.tool.TestGrammarParserInterpreter,TestGrammarParserInterpreter,3289,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_parser.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_parser.java,org.antlr.v4.codegen.model.chunk.ThisRulePropertyRef_parser,ThisRulePropertyRef_parser,4317,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,23,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestVocabulary.java,tool-testsuite/test/org/antlr/v4/test/tool/TestVocabulary.java,org.antlr.v4.test.tool.TestVocabulary,TestVocabulary,2272,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,1,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/dbg.java,tool/src/org/antlr/v4/codegen/model/dbg.java,org.antlr.v4.codegen.model.dbg,dbg,227,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,8,0.0,false,204,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4Mojo.java,antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4Mojo.java,org.antlr.mojo.antlr4.Antlr4Mojo,Antlr4Mojo,6373,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,13,2,0.0,false,48,0,0.004926025198271346,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/VocabularyImpl.java,runtime/Java/src/org/antlr/v4/runtime/VocabularyImpl.java,org.antlr.v4.runtime.VocabularyImpl,VocabularyImpl,2278,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_channel.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_channel.java,org.antlr.v4.codegen.model.chunk.TokenPropertyRef_channel,TokenPropertyRef_channel,4326,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,4,1,0.0,false,9,0,8.177523477876532E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/InterpreterRuleContext.java,runtime/Java/src/org/antlr/v4/runtime/InterpreterRuleContext.java,org.antlr.v4.runtime.InterpreterRuleContext,InterpreterRuleContext,3303,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,ABSTRACT_CLASS,24,2,0.0,false,7,0,0.008311339805838298,0,ABSTRACT_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/OutputModelObject.java,tool/src/org/antlr/v4/codegen/model/OutputModelObject.java,org.antlr.v4.codegen.model.OutputModelObject,OutputModelObject,233,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,5,0,5.166373180397158E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/MatchNotSet.java,tool/src/org/antlr/v4/codegen/model/MatchNotSet.java,org.antlr.v4.codegen.model.MatchNotSet,MatchNotSet,1259,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_start.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_start.java,org.antlr.v4.codegen.model.chunk.ThisRulePropertyRef_start,ThisRulePropertyRef_start,4334,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,INTERFACE,15,0,0.0,false,5,0,0.006860266836427032,0,INTERFACE,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/Vocabulary.java,runtime/Java/src/org/antlr/v4/runtime/Vocabulary.java,org.antlr.v4.runtime.Vocabulary,Vocabulary,2287,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,ABSTRACT_CLASS,1,0,0.0,false,9,0,0.001328742275644482,0,ABSTRACT_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/BasicFontMetrics.java,tool/src/org/antlr/v4/gui/BasicFontMetrics.java,org.antlr.v4.gui.BasicFontMetrics,BasicFontMetrics,5360,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,200,0,9.024088320546556E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/misc/Array2DHashSet.java,runtime/Java/src/org/antlr/v4/runtime/misc/Array2DHashSet.java,org.antlr.v4.runtime.misc.Array2DHashSet,Array2DHashSet,8435,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,57,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestScopeParsing.java,tool-testsuite/test/org/antlr/v4/test/tool/TestScopeParsing.java,org.antlr.v4.test.tool.TestScopeParsing,TestScopeParsing,3316,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,8,0,5.166373180397158E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/OptionalBlock.java,tool/src/org/antlr/v4/codegen/model/OptionalBlock.java,org.antlr.v4.codegen.model.OptionalBlock,OptionalBlock,246,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_start.java,tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_start.java,org.antlr.v4.codegen.model.chunk.RulePropertyRef_start,RulePropertyRef_start,4342,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,7,0.0,false,73,0,5.780709359995379E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/TreePostScriptGenerator.java,tool/src/org/antlr/v4/gui/TreePostScriptGenerator.java,org.antlr.v4.gui.TreePostScriptGenerator,TreePostScriptGenerator,5369,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,49,0.0,false,843,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestPerformance.java,tool-testsuite/test/org/antlr/v4/test/tool/TestPerformance.java,org.antlr.v4.test.tool.TestPerformance,TestPerformance,2298,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,3,6,0.0,false,10,0,6.688770953191627E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/AltBlock.java,tool/src/org/antlr/v4/codegen/model/AltBlock.java,org.antlr.v4.codegen.model.AltBlock,AltBlock,252,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/ArgRef.java,tool/src/org/antlr/v4/codegen/model/chunk/ArgRef.java,org.antlr.v4.codegen.model.chunk.ArgRef,ArgRef,4350,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,10,5,0.0,false,83,0,0.0016953404551764036,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfig.java,runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfig.java,org.antlr.v4.runtime.atn.ATNConfig,ATNConfig,2304,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,2,1,0.0,false,49,0,6.221016077452735E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/TreeLayoutAdaptor.java,tool/src/org/antlr/v4/gui/TreeLayoutAdaptor.java,org.antlr.v4.gui.TreeLayoutAdaptor,TreeLayoutAdaptor,5377,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,9,0.0,false,87,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestCodeGeneration.java,tool-testsuite/test/org/antlr/v4/test/tool/TestCodeGeneration.java,org.antlr.v4.test.tool.TestCodeGeneration,TestCodeGeneration,3330,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,19,2,0.0,false,4,0,0.0028570320721502847,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/CodeBlockForAlt.java,tool/src/org/antlr/v4/codegen/model/CodeBlockForAlt.java,org.antlr.v4.codegen.model.CodeBlockForAlt,CodeBlockForAlt,262,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_text.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_text.java,org.antlr.v4.codegen.model.chunk.TokenPropertyRef_text,TokenPropertyRef_text,4358,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,6,0.0,false,729,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestTokenStreamRewriter.java,runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestTokenStreamRewriter.java,org.antlr.v4.test.runtime.java.api.TestTokenStreamRewriter,TestTokenStreamRewriter,6407,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,97,0,5.669992607284225E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/PostScriptDocument.java,tool/src/org/antlr/v4/gui/PostScriptDocument.java,org.antlr.v4.gui.PostScriptDocument,PostScriptDocument,5386,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,INTERFACE,15,1,0.0,false,1,0,0.0031618207339273664,0,INTERFACE,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNode.java,runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNode.java,org.antlr.v4.runtime.tree.ErrorNode,ErrorNode,2315,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/TokenRef.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenRef.java,org.antlr.v4.codegen.model.chunk.TokenRef,TokenRef,4367,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,2,10,0.0,false,414,0,6.482650400914242E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/TreeViewer.java,tool/src/org/antlr/v4/gui/TreeViewer.java,org.antlr.v4.gui.TreeViewer,TreeViewer,5394,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,13,0.0,false,20,0,5.166373180397158E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/PlusBlock.java,tool/src/org/antlr/v4/codegen/model/PlusBlock.java,org.antlr.v4.codegen.model.PlusBlock,PlusBlock,275,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,3,7,0.0,false,59,0,5.72334533652766E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/DiagnosticErrorListener.java,runtime/Java/src/org/antlr/v4/runtime/DiagnosticErrorListener.java,org.antlr.v4.runtime.DiagnosticErrorListener,DiagnosticErrorListener,2323,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,336,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestSymbolIssues.java,tool-testsuite/test/org/antlr/v4/test/tool/TestSymbolIssues.java,org.antlr.v4.test.tool.TestSymbolIssues,TestSymbolIssues,3348,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,9,0.0,false,42,0,5.497578613172528E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/semantics/ActionSniffer.java,tool/src/org/antlr/v4/semantics/ActionSniffer.java,org.antlr.v4.semantics.ActionSniffer,ActionSniffer,7445,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,6,0.0,false,112,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestExpectedTokens.java,runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestExpectedTokens.java,org.antlr.v4.test.runtime.java.api.TestExpectedTokens,TestExpectedTokens,6422,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_type.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_type.java,org.antlr.v4.codegen.model.chunk.TokenPropertyRef_type,TokenPropertyRef_type,4375,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,3,0,0.0010978134744060492,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/VisitorDispatchMethod.java,tool/src/org/antlr/v4/codegen/model/VisitorDispatchMethod.java,org.antlr.v4.codegen.model.VisitorDispatchMethod,VisitorDispatchMethod,1304,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,6,3,0.0,false,5,0,6.819091863552349E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/atn/PlusBlockStartState.java,runtime/Java/src/org/antlr/v4/runtime/atn/PlusBlockStartState.java,org.antlr.v4.runtime.atn.PlusBlockStartState,PlusBlockStartState,283,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,23,0,0.0,false,30,0,0.009880001019035507,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/misc/MurmurHash.java,runtime/Java/src/org/antlr/v4/runtime/misc/MurmurHash.java,org.antlr.v4.runtime.misc.MurmurHash,MurmurHash,2332,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,16,0,9.787530160174716E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/SystemFontMetrics.java,tool/src/org/antlr/v4/gui/SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics,5406,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,3,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_stop.java,tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_stop.java,org.antlr.v4.codegen.model.chunk.ThisRulePropertyRef_stop,ThisRulePropertyRef_stop,4383,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,108,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool-testsuite/test/org/antlr/v4/test/tool/TestTokenTypeAssignment.java,tool-testsuite/test/org/antlr/v4/test/tool/TestTokenTypeAssignment.java,org.antlr.v4.test.tool.TestTokenTypeAssignment,TestTokenTypeAssignment,3361,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,ANNOTATION,24,0,0.0,false,4,0,0.0039338838097483465,0,ANNOTATION,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/ModelElement.java,tool/src/org/antlr/v4/codegen/model/ModelElement.java,org.antlr.v4.codegen.model.ModelElement,ModelElement,291,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,3,7,0.0,false,12,0,5.642867961155295E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/BailErrorStrategy.java,runtime/Java/src/org/antlr/v4/runtime/BailErrorStrategy.java,org.antlr.v4.runtime.BailErrorStrategy,BailErrorStrategy,2341,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,22,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestTokenStream.java,runtime-testsuite/test/org/antlr/v4/test/runtime/java/api/TestTokenStream.java,org.antlr.v4.test.runtime.java.api.TestTokenStream,TestTokenStream,6439,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,11,0,5.098531068317241E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/SetNonLocalAttr.java,tool/src/org/antlr/v4/codegen/model/chunk/SetNonLocalAttr.java,org.antlr.v4.codegen.model.chunk.SetNonLocalAttr,SetNonLocalAttr,4393,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,2,13,0.0,false,91,0,5.628822643078131E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/semantics/SymbolCollector.java,tool/src/org/antlr/v4/semantics/SymbolCollector.java,org.antlr.v4.semantics.SymbolCollector,SymbolCollector,7465,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,0,13,0.0,false,105,0,4.968051566365362E-4,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/gui/TestRig.java,tool/src/org/antlr/v4/gui/TestRig.java,org.antlr.v4.gui.TestRig,TestRig,5418,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,ABSTRACT_CLASS,15,18,0.0,false,40,0,0.00205885121930223,0,ABSTRACT_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/Choice.java,tool/src/org/antlr/v4/codegen/model/Choice.java,org.antlr.v4.codegen.model.Choice,Choice,299,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,INTERFACE,6,3,0.0,false,6,0,0.0012515808876169257,0,INTERFACE,/workspaces/my_arcan/temp/antlr4/runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeListener.java,runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeListener.java,org.antlr.v4.runtime.tree.ParseTreeListener,ParseTreeListener,2350,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,8,2,0.0,false,5,0,0.002026662122622866,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef.java,tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef.java,org.antlr.v4.codegen.model.chunk.TokenPropertyRef,TokenPropertyRef,4401,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,CONCRETE_CLASS,12,3,0.0,false,11,0,0.002658696156097076,0,CONCRETE_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/tool/ast/BlockAST.java,tool/src/org/antlr/v4/tool/ast/BlockAST.java,org.antlr.v4.tool.ast.BlockAST,BlockAST,308,unit
antlr,832b202476a199028f50eb5517349090ed627166,1,2023-07-24T21:10:08.000,0.0,false,ABSTRACT_CLASS,8,3,0.0,false,19,0,0.003027611824354428,0,ABSTRACT_CLASS,/workspaces/my_arcan/temp/antlr4/tool/src/org/antlr/v4/codegen/model/decl/ContextGetterDecl.java,tool/src/org/antlr/v4/codegen/model/decl/ContextGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextGetterDecl,ContextGetterDecl,3380,unit
